,Unnamed: 0,ASIN,PID,PT,Set,difficult,Error,height cm,width cm,length cm,depth cm,thickness cm,diameter cm,height inch,width inch,length inch,depth inch,thickness inch,diameter inch,rim.size inch,rim.size cm,rim.width inch,rim.width cm,Image link
3021,3095,B08FM373P9,41B0lDDWkEL,BED_FRAME,test,FALSE,Error?,,,,,,,40.0,60.0,83.0,,,,,,,,https://m.media-amazon.com/images/I/41B0lDDWkEL.AC.jpg
3022,3096,B08XYQ6HGK,51kppJgPDPL,BED_FRAME,train,FALSE,Error?,,,,,,,65.0,41.5,76.5,,,,,,,,https://m.media-amazon.com/images/I/51kppJgPDPL.AC.jpg
3023,3097,B08F9LL2QC,41bw11H+XFL,BED_FRAME,test,FALSE,Error?,,,,,,,41.3,60.4,82.4,,,,,,,,https://m.media-amazon.com/images/I/41bw11H+XFL.AC.jpg
3024,3098,B08FDQHY6K,41Grv9dDzBL,BED_FRAME,train,FALSE,Error?,,,,,,,64.76,41.65,77.79,,,,,,,,https://m.media-amazon.com/images/I/41Grv9dDzBL.AC.jpg
3025,3099,B08L3FD3TS,31EMW9bu6QL,BED_FRAME,train,FALSE,Error?,,,,,,,35.0,61.7,87.7,,,,,,,,https://m.media-amazon.com/images/I/31EMW9bu6QL.AC.jpg
3026,3100,B0836DDPZ4,41FYbguf2mL,BED_FRAME,train,FALSE,Error?,,,,,,,41.0,62.4,82.7,,,,,,,,https://m.media-amazon.com/images/I/41FYbguf2mL.AC.jpg
3027,3101,B08MPR7QS4,41XEkIEfuTL,BED_FRAME,train,FALSE,Error?,,,,,,,41.0,62.4,82.7,,,,,,,,https://m.media-amazon.com/images/I/41XEkIEfuTL.AC.jpg
3028,3102,B0842VLY8X,31FqCas1j5L,BED_FRAME,train,FALSE,OCR - Oversplit,,,,,,,65.0,42.25,79.25,,,,,,,,https://m.media-amazon.com/images/I/31FqCas1j5L.AC.jpg
3029,3103,B08FRFMQFZ,41bBKjLJsDL,BED_FRAME,train,FALSE,Error?,,,,,,,70.8,41.4,75.0,,,,,,,,https://m.media-amazon.com/images/I/41bBKjLJsDL.AC.jpg
3030,3104,B08FRG9PMC,41773tykbEL,BED_FRAME,train,FALSE,Error?,,,,,,,70.8,41.4,75.0,,,,,,,,https://m.media-amazon.com/images/I/41773tykbEL.AC.jpg
3031,3105,B0897WTBVD,41K+RLtJZRL,BED_FRAME,train,FALSE,Error?,,,,,,,43.5,60.2,83.54,,,,,,,,https://m.media-amazon.com/images/I/41K+RLtJZRL.AC.jpg
3032,3106,B08K8N68PW,41V4zeMhmbL,BED_FRAME,train,FALSE,Error?,,,,,,,53.93,56.37,77.24,,,,,,,,https://m.media-amazon.com/images/I/41V4zeMhmbL.AC.jpg
3033,3107,B08Q77R68B,41QwDboivKL,BED_FRAME,train,FALSE,Error?,,,,,,,69.3,42.4,76.0,,,,,,,,https://m.media-amazon.com/images/I/41QwDboivKL.AC.jpg
3034,3108,B08N6T2QFF,41nLgcvQBbL,BED_FRAME,train,FALSE,Error?,,,,,,,41.33,62.2,85.03,,,,,,,,https://m.media-amazon.com/images/I/41nLgcvQBbL.AC.jpg
3035,3109,B0871MJNJ9,41o8c6S6QhL,BED_FRAME,train,FALSE,Error?,,,,,,,43.3,62.6,82.7,,,,,,,,https://m.media-amazon.com/images/I/41o8c6S6QhL.AC.jpg
3036,3110,B08NT2Q3WS,41Q+mZrg9bL,BED_FRAME,train,FALSE,Error?,,,,,,,43.3,62.6,82.7,,,,,,,,https://m.media-amazon.com/images/I/41Q+mZrg9bL.AC.jpg
3037,3111,B08744GFSD,51Fb3EyhLkL,BED_FRAME,train,FALSE,Error?,,,,,,,45.3,61.0,83.1,,,,,,,,https://m.media-amazon.com/images/I/51Fb3EyhLkL.AC.jpg
3038,3112,B08J7WBKW5,41f0vqxveNL,BED_FRAME,train,FALSE,Error?,,,,,,,46.46,59.84,83.46,,,,,,,,https://m.media-amazon.com/images/I/41f0vqxveNL.AC.jpg
3039,3113,B07RVMVCK8,41mgj4xzYQL,BED_FRAME,train,FALSE,Error?,,,,,,,46.26,59.84,83.86,,,,,,,,https://m.media-amazon.com/images/I/41mgj4xzYQL.AC.jpg
3040,3114,B08NSDQSG2,31TqyrRm49L,BED_FRAME,train,FALSE,,,,,,,,70.8,41.5,78.4,,,,,,,,https://m.media-amazon.com/images/I/31TqyrRm49L.AC.jpg
3041,3115,B086PVKK16,41crM2XxOWL,BED_FRAME,train,FALSE,Error?,,,,,,,46.0,60.6,84.2,,,,,,,,https://m.media-amazon.com/images/I/41crM2XxOWL.AC.jpg
3042,3116,B082PGGC83,31w9UPTlixL,BED_FRAME,test,FALSE,Error?,,,,,,,43.5,63.5,84.0,,,,,,,,https://m.media-amazon.com/images/I/31w9UPTlixL.AC.jpg
3043,3117,B07WDMW3FK,511SwcXq-uL,BED_FRAME,train,FALSE,Error?,,,,,,,72.0,41.5,77.5,,,,,,,,https://m.media-amazon.com/images/I/511SwcXq-uL.AC.jpg
3044,3118,B08BZW2HKB,4198vfZHpYL,BED_FRAME,train,FALSE,Error?,,,,,,,42.5,62.6,86.6,,,,,,,,https://m.media-amazon.com/images/I/4198vfZHpYL.AC.jpg
3045,3119,B08BNPHSWP,41nmcIBN7dL,BED_FRAME,test,FALSE,Error?,,,,,,,70.8,42.5,78.7,,,,,,,,https://m.media-amazon.com/images/I/41nmcIBN7dL.AC.jpg
3046,3120,B07PJZBH8H,41-rTMPW9cL,BED_FRAME,train,FALSE,Error?,,,,,,,45.25,63.0,84.5,,,,,,,,https://m.media-amazon.com/images/I/41-rTMPW9cL.AC.jpg
3047,3121,B08GPHPF2N,41N7nBYALLL,BED_FRAME,train,FALSE,Error?,,,,,,,35.0,78.7,80.5,,,,,,,,https://m.media-amazon.com/images/I/41N7nBYALLL.AC.jpg
3048,3122,B08BYPHDFV,51oyzny7yKL,BED_FRAME,train,FALSE,Error?,,,,,,,61.3,57.2,75.9,,,,,,,,https://m.media-amazon.com/images/I/51oyzny7yKL.AC.jpg
3049,3123,B08ZXR4FDQ,41fiZXfvOqL,BED_FRAME,train,FALSE,Error?,,,,,,,61.4,57.8,75.6,,,,,,,,https://m.media-amazon.com/images/I/41fiZXfvOqL.AC.jpg
3050,3124,B08L3FHGK6,31ueAD-XmjL,BED_FRAME,train,FALSE,Error?,,,,,,,38.0,75.6,81.3,,,,,,,,https://m.media-amazon.com/images/I/31ueAD-XmjL.AC.jpg
3051,3125,B08L3J9CLZ,41I1uGwiUXL,BED_FRAME,train,FALSE,Error?,,,,,,,37.0,75.5,82.8,,,,,,,,https://m.media-amazon.com/images/I/41I1uGwiUXL.AC.jpg
3052,3126,B08B4KS9HQ,51OjvuXx28L,BED_FRAME,train,FALSE,Error?,,,,,,,40.0,76.0,80.0,,,,,,,,https://m.media-amazon.com/images/I/51OjvuXx28L.AC.jpg
3053,3127,B08HCGT4QN,417vLi2aQiL,BED_FRAME,train,FALSE,Error?,,,,,,,50.0,64.0,83.0,,,,,,,,https://m.media-amazon.com/images/I/417vLi2aQiL.AC.jpg
3054,3128,B08DJ4P5Y7,41mRKTdkcCL,BED_FRAME,train,FALSE,Error?,,,,,,,46.4,64.5,86.6,,,,,,,,https://m.media-amazon.com/images/I/41mRKTdkcCL.AC.jpg
3055,3129,B07JN2TJMC,41iAptqWtZL,BED_FRAME,train,FALSE,Error?,,,,,,,47.0,65.5,85.5,,,,,,,,https://m.media-amazon.com/images/I/41iAptqWtZL.AC.jpg
3056,3130,B08HJZ19V6,41AfdpZhgnL,BED_FRAME,train,FALSE,Error?,,,,,,,38.6,76.7,83.1,,,,,,,,https://m.media-amazon.com/images/I/41AfdpZhgnL.AC.jpg
3057,3131,B08HK4HZDS,41MZR1F1WjL,BED_FRAME,train,FALSE,Error?,,,,,,,38.6,76.7,83.1,,,,,,,,https://m.media-amazon.com/images/I/41MZR1F1WjL.AC.jpg
3058,3132,B07MLYPN83,41dA625gIZL,BED_FRAME,train,FALSE,Error?,,,,,,,40.0,71.0,88.0,,,,,,,,https://m.media-amazon.com/images/I/41dA625gIZL.AC.jpg
3059,3133,B08FL9LJ1F,41DzirQ4-HL,BED_FRAME,train,FALSE,Error?,,,,,,,40.0,76.0,83.0,,,,,,,,https://m.media-amazon.com/images/I/41DzirQ4-HL.AC.jpg
3060,3134,B08QD87F7K,31SuJH8KN4L,BED_FRAME,train,FALSE,Error?,,,,,,,36.1,76.3,88.3,,,,,,,,https://m.media-amazon.com/images/I/31SuJH8KN4L.AC.jpg
3061,3135,B07FFHL96V,415DqQ1jL2L,BED_FRAME,train,FALSE,Error?,,,,,,,64.17,65.2,71.38,,,,,,,,https://m.media-amazon.com/images/I/415DqQ1jL2L.AC.jpg
3062,3136,B07HMD27PC,41GUsZIB0UL,BED_FRAME,train,FALSE,Error?,,,,,,,48.0,66.0,87.875,,,,,,,,https://m.media-amazon.com/images/I/41GUsZIB0UL.AC.jpg
3063,3137,B08LZWBM4S,41OyFek4amL,BED_FRAME,train,FALSE,Error?,,,,,,,41.3,79.9,80.7,,,,,,,,https://m.media-amazon.com/images/I/41OyFek4amL.AC.jpg
3064,3138,B01MYE32L1,51SnLoJeEZL,BED_FRAME,test,FALSE,,,,,,,,56.0,66.0,81.0,,,,,,,,https://m.media-amazon.com/images/I/51SnLoJeEZL.AC.jpg
3065,3139,B08X69HVVP,31JPXl7ag5L,BED_FRAME,train,FALSE,Error?,,,,,,,54.7,63.4,85.9,,,,,,,,https://m.media-amazon.com/images/I/31JPXl7ag5L.AC.jpg
3066,3140,B07T8HFVH8,51NIQ5IK4hL,BED_FRAME,train,FALSE,Error?,,,,,,,66.54,58.27,79.53,,,,,,,,https://m.media-amazon.com/images/I/51NIQ5IK4hL.AC.jpg
3067,3141,B08F2CXVSG,41ZYv9vqYeL,BED_FRAME,train,FALSE,Error?,,,,,,,66.54,58.27,79.53,,,,,,,,https://m.media-amazon.com/images/I/41ZYv9vqYeL.AC.jpg
3068,3142,B07H7F8TP4,41OYQdL3FXL,BED_FRAME,train,FALSE,Error?,,,,,,,53.5,64.75,87.0,,,,,,,,https://m.media-amazon.com/images/I/41OYQdL3FXL.AC.jpg
3069,3143,B08CMY48VF,3178NmA1K9L,BED_FRAME,train,FALSE,Error?,,,,,,,41.7,80.1,85.6,,,,,,,,https://m.media-amazon.com/images/I/3178NmA1K9L.AC.jpg
3070,3144,B08C7BP9M5,31E+7qy-2HL,BED_FRAME,train,FALSE,Error?,,,,,,,47.25,80.0,82.75,,,,,,,,https://m.media-amazon.com/images/I/31E+7qy-2HL.AC.jpg
3071,3145,B08PNR895C,51R6RO2IL9L,BED_FRAME,train,FALSE,Error?,,,,,,,65.0,62.9,82.6,,,,,,,,https://m.media-amazon.com/images/I/51R6RO2IL9L.AC.jpg
3072,3146,B0088CJWF6,41g0ov5jTKL,BED_FRAME,test,FALSE,Error?,,,,,,,57.0,66.0,88.0,,,,,,,,https://m.media-amazon.com/images/I/41g0ov5jTKL.AC.jpg
3073,3147,B06VWXZJMW,51TWgM7xhyL,BED_FRAME,test,FALSE,Error?,,,,,,,56.0,72.0,86.0,,,,,,,,https://m.media-amazon.com/images/I/51TWgM7xhyL.AC.jpg
3074,3148,B089WFC614,31f9qrHUiCL,BED_FRAME,test,FALSE,Error?,,,,,,,50.4,74.1,89.9,,,,,,,,https://m.media-amazon.com/images/I/31f9qrHUiCL.AC.jpg
3075,3149,B07MLYPN4L,41qM2ma7r3L,BED_FRAME,train,FALSE,Error?,,,,,,,53.5,78.0,85.5,,,,,,,,https://m.media-amazon.com/images/I/41qM2ma7r3L.AC.jpg
3076,3150,B08DHP5MVB,41+eip9GHRL,BED_FRAME,train,FALSE,Error?,,,,,,,52.0,80.0,87.0,,,,,,,,https://m.media-amazon.com/images/I/41+eip9GHRL.AC.jpg
3077,3151,B071P8CQMJ,31+BmbxpmxL,BED_FRAME,test,FALSE,Error?,,,,,,,63.0,69.3,88.6,,,,,,,,https://m.media-amazon.com/images/I/31+BmbxpmxL.AC.jpg
3078,3152,B07FFJXVHX,41KIRYGMAIL,BED_FRAME,train,FALSE,Error?,,,,,,,59.0,80.5,86.0,,,,,,,,https://m.media-amazon.com/images/I/41KIRYGMAIL.AC.jpg
3079,3153,B07B2Y3JST,31MUtuMcKpL,BED_FRAME,test,FALSE,Error?,68.0,85.0,164.0,,,,,,,,,,,,,,https://m.media-amazon.com/images/I/31MUtuMcKpL.AC.jpg
3080,3154,B083HYQG3R,41vGtybtBUL,BED_FRAME,test,FALSE,,146.0,86.0,168.0,,,,,,,,,,,,,,https://m.media-amazon.com/images/I/41vGtybtBUL.AC.jpg
3081,3155,B083HYLYCR,41IRoM8xN3L,BED_FRAME,train,FALSE,,146.0,86.0,168.0,,,,,,,,,,,,,,https://m.media-amazon.com/images/I/41IRoM8xN3L.AC.jpg
3082,3156,B087K4RPXS,41Q4PfvFZ6L,BED_FRAME,train,FALSE,,40.6,80.0,190.0,,,,,,,,,,,,,,https://m.media-amazon.com/images/I/41Q4PfvFZ6L.AC.jpg
3083,3157,B086W5RS5L,41T+lQQKn-L,BED_FRAME,test,FALSE,ERROR - Incorrect OCR Text,80.5,90.5,196.5,,,,,,,,,,,,,,https://m.media-amazon.com/images/I/41T+lQQKn-L.AC.jpg
3084,3158,B07RK1SB2M,41v5-0WfN4L,BED_FRAME,train,FALSE,Error?,94.0,98.0,198.0,,,,,,,,,,,,,,https://m.media-amazon.com/images/I/41v5-0WfN4L.AC.jpg
3085,3159,B084DPHJGX,516VH1ZzNyL,BED_FRAME,train,FALSE,,94.0,99.5,207.0,,,,,,,,,,,,,,https://m.media-amazon.com/images/I/516VH1ZzNyL.AC.jpg
3086,3160,B08CK8BZ2Y,41g7ATUiqdL,BED_FRAME,test,FALSE,Error?,97.0,101.0,207.0,,,,,,,,,,,,,,https://m.media-amazon.com/images/I/41g7ATUiqdL.AC.jpg
3087,3161,B08Z7TSN7X,41GY+BZeVFL,BED_FRAME,train,FALSE,ERROR - Incorrect OCR Text,88.5,139.0,198.0,,,,,,,,,,,,,,https://m.media-amazon.com/images/I/41GY+BZeVFL.AC.jpg
3088,3162,B07Z8WR8L4,31c76YH4bML,BED_FRAME,test,FALSE,Error?,66.0,125.0,213.0,,,,,,,,,,,,,,https://m.media-amazon.com/images/I/31c76YH4bML.AC.jpg
3089,3163,B01MYQET8A,41zzDqlXrFL,BED_FRAME,test,FALSE,Error?,88.3,142.0,198.0,,,,,,,,,,,,,,https://m.media-amazon.com/images/I/41zzDqlXrFL.AC.jpg
3090,3164,B08X48GHFC,41dmxh1UgLL,BED_FRAME,train,FALSE,Error?,88.0,143.0,198.0,,,,,,,,,,,,,,https://m.media-amazon.com/images/I/41dmxh1UgLL.AC.jpg
3091,3165,B00JJ56ATW,31l4gMHQliL,BED_FRAME,test,FALSE,Error?,82.0,143.0,199.0,,,,,,,,,,,,,,https://m.media-amazon.com/images/I/31l4gMHQliL.AC.jpg
3092,3166,B08DG43K63,41uvfJPM+8L,BED_FRAME,train,FALSE,Error?,150.0,146.0,196.0,,,,,,,,,,,,,,https://m.media-amazon.com/images/I/41uvfJPM+8L.AC.jpg
3093,3167,B08XB5RLHB,31yGYHU+XxL,BED_FRAME,train,FALSE,Error?,63.0,150.0,208.0,,,,,,,,,,,,,,https://m.media-amazon.com/images/I/31yGYHU+XxL.AC.jpg
3094,3168,B0811MJNFZ,31-LMjH19cL,BED_FRAME,train,FALSE,Error?,60.0,166.0,206.0,,,,,,,,,,,,,,https://m.media-amazon.com/images/I/31-LMjH19cL.AC.jpg
3095,3169,B08BYCSB6D,31o9dVISdOL,BED_FRAME,train,FALSE,Error?,134.0,161.8,224.5,,,,,,,,,,,,,,https://m.media-amazon.com/images/I/31o9dVISdOL.AC.jpg
3096,3170,B00DVG9OMK,41w0paeHc2L,BED_FRAME,test,FALSE,,78.0,106.0,199.0,,,,30.75,41.75,78.25,,,,,,,,https://m.media-amazon.com/images/I/41w0paeHc2L.AC.jpg
3097,3171,B07FCR9BN6,51bo5eeKaCL,BED_FRAME,test,FALSE,Error?,120.7,110.5,201.3,,,,47.5,43.5,79.25,,,,,,,,https://m.media-amazon.com/images/I/51bo5eeKaCL.AC.jpg
3098,3172,B0823D3D8J,312-bkKMRaL,BED_FRAME,train,FALSE,Error?,83.7,142.7,197.0,,,,33.0,56.1,77.5,,,,,,,,https://m.media-amazon.com/images/I/312-bkKMRaL.AC.jpg
3099,3173,B08BJFJ74R,411B9BwPUmL,BED_FRAME,train,FALSE,Error?,36.2,149.9,203.2,,,,14.25,59.0,80.0,,,,,,,,https://m.media-amazon.com/images/I/411B9BwPUmL.AC.jpg
3100,3174,B08QZRX1XY,51L-LVcK0BL,BED_FRAME,train,FALSE,,100.0,146.0,195.0,,,,40.7,57.4,76.7,,,,,,,,https://m.media-amazon.com/images/I/51L-LVcK0BL.AC.jpg
3101,3175,B003D7JT68,41U7pCdP-vL,BED_FRAME,test,FALSE,Error?,112.0,144.0,204.0,,,,44.0,60.0,80.0,,,,,,,,https://m.media-amazon.com/images/I/41U7pCdP-vL.AC.jpg
3102,3176,B086VR61YL,51OM457wUVL,BED_FRAME,train,FALSE,Error?,110.0,166.5,222.0,,,,43.25,65.5,87.5,,,,,,,,https://m.media-amazon.com/images/I/51OM457wUVL.AC.jpg
3103,3177,B07B878J9R,41oRsNZDRVL,BED_FRAME,test,FALSE,Error?,181.0,159.4,211.5,,,,71.25,62.75,83.25,,,,,,,,https://m.media-amazon.com/images/I/41oRsNZDRVL.AC.jpg
3167,3243,B07RLNS5K3,51cPKlGjcgL,BENCH,train,FALSE,Error?,46.0,70.0,,28.0,,,18.0,27.6,,11.0,,,,,,,https://m.media-amazon.com/images/I/51cPKlGjcgL.AC.jpg
3168,3255,B005DC58RA,41fel9AEiTL,BENCH,test,FALSE,Error?,,,,,,,18.0,,,,,,,,,,https://m.media-amazon.com/images/I/41fel9AEiTL.AC.jpg
3169,3256,B00FFG9ZWS,41sRKvsVYAL,BENCH,test,FALSE,Error?,50.8,,,,,,20.0,,,,,,,,,,https://m.media-amazon.com/images/I/41sRKvsVYAL.AC.jpg
3170,3257,B004DJR2ZK,31ghPZmb5+L,BENCH,test,FALSE,Error?,,,,,,,17.75,14.0,,,,,,,,,https://m.media-amazon.com/images/I/31ghPZmb5+L.AC.jpg
3171,3258,B088FFXNVY,41C+xnVIu5L,BENCH,train,FALSE,Error?,,,,,,,17.7,15.8,,,,,,,,,https://m.media-amazon.com/images/I/41C+xnVIu5L.AC.jpg
3172,3259,B06XT9JXPN,41lowhdVgRL,BENCH,test,FALSE,Error?,,,,,,,17.8,16.0,,,,,,,,,https://m.media-amazon.com/images/I/41lowhdVgRL.AC.jpg
3173,3260,B06ZZR5K2H,4188fW0keYL,BENCH,train,FALSE,Error?,,,,,,,17.8,16.0,,,,,,,,,https://m.media-amazon.com/images/I/4188fW0keYL.AC.jpg
3174,3261,B0822T18MN,41fH7mdNomL,BENCH,train,FALSE,Error?,,,,,,,16.55,15.94,,11.89,,,,,,,https://m.media-amazon.com/images/I/41fH7mdNomL.AC.jpg
3175,3262,B07518W76W,318gKB7AxML,BENCH,train,FALSE,Error?,,,,,,,18.9,15.7,,11.8,,,,,,,https://m.media-amazon.com/images/I/318gKB7AxML.AC.jpg
3176,3263,B07MNS9QQS,41quDEefU9L,BENCH,train,FALSE,Error?,,,,,,,18.1,18.9,,11.8,,,,,,,https://m.media-amazon.com/images/I/41quDEefU9L.AC.jpg
3177,3264,B00BJ7BDP4,4112O+yM9ML,BENCH,test,FALSE,,,,,,,,17.9,17.9,,13.6,,,,,,,https://m.media-amazon.com/images/I/4112O+yM9ML.AC.jpg
3178,3265,B08C791PRN,41Q+j541MFL,BENCH,train,FALSE,Error?,,,,,,,16.5,23.6,,11.8,,,,,,,https://m.media-amazon.com/images/I/41Q+j541MFL.AC.jpg
3179,3266,B07D3MDD82,41eUGutDmEL,BENCH,train,FALSE,Error?,,,,,,,16.9,23.6,,12.6,,,,,,,https://m.media-amazon.com/images/I/41eUGutDmEL.AC.jpg
3180,3267,B01N7J6STT,41IhgWCQQ0L,BENCH,train,FALSE,Error?,,,,,,,17.5,25.0,,13.5,,,,,,,https://m.media-amazon.com/images/I/41IhgWCQQ0L.AC.jpg
3181,3268,B08941V6NW,413hSwcU3BL,BENCH,test,FALSE,,,,,,,,17.7,27.6,,11.0,,,,,,,https://m.media-amazon.com/images/I/413hSwcU3BL.AC.jpg
3182,3269,B08D9CJ9F3,51QpmhYc8jL,BENCH,train,FALSE,Error?,,,,,,,17.8,27.6,,11.0,,,,,,,https://m.media-amazon.com/images/I/51QpmhYc8jL.AC.jpg
3183,3270,B07HH7H8HH,51z-hdLriNL,BENCH,test,FALSE,Error?,,,,,,,17.1,27.6,,11.8,,,,,,,https://m.media-amazon.com/images/I/51z-hdLriNL.AC.jpg
3184,3271,B07T18ZYG1,419FYoOd2tL,BENCH,train,FALSE,Error?,,,,,,,17.7,27.6,,11.2,,,,,,,https://m.media-amazon.com/images/I/419FYoOd2tL.AC.jpg
3185,3272,B08W4VTHGX,41vopFyOk-L,BENCH,train,FALSE,Error?,,,,,,,17.7,27.6,,11.8,,,,,,,https://m.media-amazon.com/images/I/41vopFyOk-L.AC.jpg
3186,3273,B077BDGQBZ,41Khi-viinL,BENCH,test,FALSE,Error?,,,,,,,19.3,27.6,,11.6,,,,,,,https://m.media-amazon.com/images/I/41Khi-viinL.AC.jpg
3187,3274,B08KW23NYR,41sZ5mzkvXL,BENCH,train,FALSE,Error?,,,,,,,18.25,41.5,,,,,,,,,https://m.media-amazon.com/images/I/41sZ5mzkvXL.AC.jpg
3188,3275,B00BJ7BDP4,41j-vvuUUML,BENCH,test,FALSE,Error?,,,,,,,22.8,17.9,,19.1,,,,,,,https://m.media-amazon.com/images/I/41j-vvuUUML.AC.jpg
3189,3276,B089QGFJ1N,41uqZERTAML,BENCH,train,FALSE,Error?,,,,,,,16.9,31.5,,11.8,,,,,,,https://m.media-amazon.com/images/I/41uqZERTAML.AC.jpg
3190,3277,B0895RFKDH,414RQQ2aU8L,BENCH,test,FALSE,Error?,,,,,,,16.93,31.5,,11.8,,,,,,,https://m.media-amazon.com/images/I/414RQQ2aU8L.AC.jpg
3191,3278,B08ZNCMJ5Y,41I5snLpqaL,BENCH,train,FALSE,Error?,,,,,,,16.93,31.5,,11.8,,,,,,,https://m.media-amazon.com/images/I/41I5snLpqaL.AC.jpg
3192,3279,B088NLNPN9,41PxaopgElL,BENCH,train,FALSE,ERROR - Incorrect OCR Text,,,,,,,17.5,31.5,,11.8,,,,,,,https://m.media-amazon.com/images/I/41PxaopgElL.AC.jpg
3193,3280,B07PLMWNTT,41WwSKKVJFL,BENCH,train,FALSE,Error?,,,,,,,19.7,29.5,,11.6,,,,,,,https://m.media-amazon.com/images/I/41WwSKKVJFL.AC.jpg
3194,3281,B081TC7442,41eGaVSPFDL,BENCH,train,FALSE,Error?,,,,,,,19.3,31.5,,11.6,,,,,,,https://m.media-amazon.com/images/I/41eGaVSPFDL.AC.jpg
3195,3282,B08974BLWP,41W7rlfJ5BL,BENCH,train,6,Error?,,,,,,,19.3,31.5,,11.6,,,,,,,https://m.media-amazon.com/images/I/41W7rlfJ5BL.AC.jpg
3196,3283,B08C75VH91,41Wb2AyLLOL,BENCH,train,FALSE,,,,,,,,19.3,31.5,,11.8,,,,,,,https://m.media-amazon.com/images/I/41Wb2AyLLOL.AC.jpg
3197,3284,B017WOF41G,51yzH178S+L,BENCH,train,FALSE,Error?,,,,,,,15.7,31.5,,15.7,,,,,,,https://m.media-amazon.com/images/I/51yzH178S+L.AC.jpg
3198,3285,B07VLQSWJV,41t1l8U7+LL,BENCH,test,FALSE,Error?,,,,,,,31.5,15.75,,15.75,,,,,,,https://m.media-amazon.com/images/I/41t1l8U7+LL.AC.jpg
3199,3286,B018VOLWCG,318E8cXZYNL,BENCH,train,FALSE,Error?,,,,,,,19.7,29.5,,13.8,,,,,,,https://m.media-amazon.com/images/I/318E8cXZYNL.AC.jpg
3200,3287,B07HXN1JJQ,41tzfaCI71L,BENCH,train,FALSE,Error?,,,,,,,19.5,29.5,,14.0,,,,,,,https://m.media-amazon.com/images/I/41tzfaCI71L.AC.jpg
3201,3288,B07HXNWMDM,317PSWzhkCL,BENCH,train,FALSE,Error?,,,,,,,19.5,29.5,,14.0,,,,,,,https://m.media-amazon.com/images/I/317PSWzhkCL.AC.jpg
3202,3289,B07HY8QL9G,41bgbTWbmcL,BENCH,train,FALSE,Error?,,,,,,,19.5,29.5,,14.0,,,,,,,https://m.media-amazon.com/images/I/41bgbTWbmcL.AC.jpg
3203,3290,B088WL4QBH,31pVZbP9szL,BENCH,train,FALSE,Error?,,,,,,,18.9,29.9,,15.7,,,,,,,https://m.media-amazon.com/images/I/31pVZbP9szL.AC.jpg
3204,3291,B01N5H8U8Y,41jSeeDmZvL,BENCH,train,FALSE,Error?,,,,,,,17.6,31.5,,15.7,,,,,,,https://m.media-amazon.com/images/I/41jSeeDmZvL.AC.jpg
3205,3292,B089T8C7FK,41IT9BaV8eL,BENCH,train,FALSE,Error?,,,,,,,21.0,33.0,,11.5,,,,,,,https://m.media-amazon.com/images/I/41IT9BaV8eL.AC.jpg
3206,3293,B07DRVRRH4,310DFu+xD-L,BENCH,train,FALSE,Error?,,,,,,,18.0,36.0,,12.0,,,,,,,https://m.media-amazon.com/images/I/310DFu+xD-L.AC.jpg
3207,3294,B0857KS2RF,41B0q5PSR4L,BENCH,train,FALSE,Error?,,,,,,,24.25,33.0,,9.0,,,,,,,https://m.media-amazon.com/images/I/41B0q5PSR4L.AC.jpg
3208,3295,B07PP5279Q,41vUIL2pW9L,BENCH,train,FALSE,Error?,,,,,,,,48.0,,18.9,,,,,,,https://m.media-amazon.com/images/I/41vUIL2pW9L.AC.jpg
3209,3296,B07JGF4CCK,31pjktZK6SL,BENCH,train,FALSE,Error?,,,,,,,19.0,34.9,,13.4,,,,,,,https://m.media-amazon.com/images/I/31pjktZK6SL.AC.jpg
3210,3297,B086PR3NJ4,41dd+xp1KqL,BENCH,test,FALSE,Error?,,,,,,,16.5,39.4,,11.8,,,,,,,https://m.media-amazon.com/images/I/41dd+xp1KqL.AC.jpg
3211,3298,B08JGBPKD2,51SsxUrYOeL,BENCH,test,FALSE,Error?,,,,,,,28.4,27.9,,11.8,,,,,,,https://m.media-amazon.com/images/I/51SsxUrYOeL.AC.jpg
3212,3299,B08F5FRVVT,41NfWKgTvSL,BENCH,train,FALSE,Error?,,,,,,,16.14,35.83,,16.14,,,,,,,https://m.media-amazon.com/images/I/41NfWKgTvSL.AC.jpg
3213,3300,B07V5M54PT,41oHTJvxABL,BENCH,train,FALSE,Error?,,,,,,,17.55,35.49,,15.6,,,,,,,https://m.media-amazon.com/images/I/41oHTJvxABL.AC.jpg
3214,3301,B0765D1RHN,31ijqgW49wL,BENCH,train,FALSE,Error?,,,,,,,17.75,40.25,,12.0,,,,,,,https://m.media-amazon.com/images/I/31ijqgW49wL.AC.jpg
3215,3302,B07W7SB2WP,31NFmJ1lnPL,BENCH,train,FALSE,,,,,,,,18.0,35.0,,17.0,,,,,,,https://m.media-amazon.com/images/I/31NFmJ1lnPL.AC.jpg
3216,3303,B082SQKVR9,41jndzwSwlL,BENCH,train,FALSE,Error?,,,,,,,17.3,36.2,,16.5,,,,,,,https://m.media-amazon.com/images/I/41jndzwSwlL.AC.jpg
3217,3304,B08BLNDPWY,41Z-R5gU4XL,BENCH,test,FALSE,Error?,,,,,,,20.0,39.4,,11.0,,,,,,,https://m.media-amazon.com/images/I/41Z-R5gU4XL.AC.jpg
